"name.keyword: Descending",Count
"EVANGELISTIC MESSENGERS ASSOCIATION INCORPORATED",13
"GLASS MOLDERS POTTERY PLASTICS & ALLIED WORKERS",13
"INSTITUTE OF MANAGEMENT ACCOUNTANTS INC",13
"INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE M",13
"INTERNATIONAL BROTHERHD - BOILRMKRS IR SHP BLDRS BLCKSMTH FRGRS & HLPR",13
"INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURE WORKERS",13
"International Society for the Study of Dissociation",13
"Kiwanis International",13
"LADIES AUXILIARY VETERANS OF FOREIGN WARS OF THE UNITED STATES",13
"MAINE CONGRESS OF PARENTS AND TEACHERS ASSOC INC",13
"MARINE CORPS LEAGUE",13
"NATIONAL ASSOCIATION OF WOMEN IN CONSTRUCTION",13
"NATIONAL CONFERENCE OF FIREMEN & OILERS",13
"Navy Mothers Club of America, Inc.",13
"ORDER OF THE EASTERN STAR OF FLORIDA",13
"ORDER OF THE EASTERN STAR VIRGINIA",13
"PATRIOTIC ORDER SONS OF AMERICA PENNSYLVANIA STATE CAMP",13
"PHI SIGMA KAPPA",13
"PTA MISSISSIPPI CONGRESS",13
"PTA Maryland Congress of Parents & Teachers, Inc.",13
"PTA NEW MEXICO CONGRESS",13
"PTA South Carolina Congress",13
"PTA Vermont Congress",13
"ROYAL ARCH MASONS OF TEXAS",13
"SIGMA ALPHA EPSILON FRATERNITY",13
"Sudden Infant Death Syndrome Alliance, Inc.",13
"TRANSPORTATION COMMUNICATIONS INTERNATIONAL UNION",13
"UNIVERSITY OF FLORIDA ALUMNI ASSOCIATION INC",13
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPARTMENT OF N C",13
"WEST VIRGINIA CONGRESS OF PARENTS AND TEACHERS INC",13
"ALASKA PTA",12
"AMATEUR ATHLETICS UNION OF THE UNITED STATES",12
"AMERICAN BACKFLOW PREVENTION ASSOCIATION",12
"AMERICAN CRIMINAL JUSTICE ASSOCIATION-LAMBDA ALPHA EPSILON",12
"AMERICAN ORT INC",12
"AMERICAN VAULTING ASSOCIATION",12
"AMERICAN WAR MOTHERS",12
"American Society for Public Administration",12
"BEREAVED PARENTS OF THE USA",12
"CATHOLIC AID ASSOCIATION",12
"CATHOLIC KNIGHTS",12
"Disabled Sports USA",12
"Ecumenical Catholic Church",12
"FELLOWSHIP OF CHRISTIAN FIREFIGHTERS",12
"FREE & ACCEPTED MASONS OF ALABAMA",12
"FREE & ACCEPTED MASONS OF ILLINOIS",12
"FREE & ACCEPTED MASONS OF KENTUCKY",12
"HARMONY INC",12
"INTERNATIONAL ASSOCIATION OF PRINTING HOUSE CRAFTSMEN INC",12
"INTERNATIONAL EXECUTIVE HOUSEKEEPERS ASSOCIATION OF AMERIC",12
"Indiana Congress of Parents and Teachers, Inc.",12
"LADIES CHARITY CLASSIC",12
"League of United Latin American Citizens",12
"M W PRINCE HALL GRAND LODGE FREE AND ACCEPTED MASONS OF LOUISIANA",12
"MUSLIM STUDENTS ASSOC OF US & CANADA",12
"MUSLIM STUDENTS ASSOCIATION OF THE UNITED STATES & CANADA",12
"NATIONAL WILD TURKEY FEDERATION INC",12
"National Society US Daughters of 1812",12
"ORDER OF EASTERN STAR PRINCE HALL AFFILIATION OF LOUISIANA",12
"ORDER OF THE EASTERN STAR & ITS JURISDICTION ADOPTIVE RITE AF & AM",12
"ORDER OF THE EASTERN STAR OF WASHINGTON",12
"PARENTS FAMILIES AND FRIENDS OF LESBIANS AND GAYS INC",12
"PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS",12
"PTA HAWAII CONGRESS",12
"PTA New York Congress",12
"South Dakota Congress of Parents and Teachers",12
"UKRAINIAN NATIONAL AID ASSN OF AMERICA",12
"WESTERN FRATERNAL LIFE ASSOCIATION",12
"WOODMEN OF THE WORLD ASSURED LIFE ASSOCIATION",12
"WORLDWIDE CHURCH OF GOD",12
"Wycliffe Associates, Inc.",12
"AIR FORCE ASSOCIATION",11
"ALLIANCE OF BLACK LUCENT EMPLOYEES INC",11
"AMATEUR ATHLETE UNION OF THE UNITED STATES",11
"AMERICAN SEWING GUILD INC",11
"AMERICAN SOCIETY OF WOMEN ACCOUNTANTS SCHOLARSHIP FUND",11
"AMERICANS UNITED FOR SEPARATION OF CHURCH AND STATE",11
"ASSOCIATION FOR CORPORATE GROWTH INC",11
"ASSOCIATION FOR QUALITY & PARTICIPATION",11
"ASSOCIATION OF CLINICAL RESEARCH PROFESSIONALS",11
"Alzheimer's Disease & Related Disorders Association",11
"American Bowling Congress",11
"American Society for Training & Development",11
"Bnai Brith International",11
"CALIFORNIA TEACHERS ASSOCIATION",11
"COLUMBIETTES INCORPORATED",11
"CROATION FRATERNAL UNION OF AMERICA",11
"Cystic Fibrosis Foundation",11
"DAUGHTERS OF ISIS OF NORTH & SOUTH AMERICA",11
"Delta Mu Delta Honor Society",11
"Educational Theatre Association",11
"GENERAL ASSEMBLY OF THE CHRISTIAN CHURCH DISCIPLES OF CHRIST INC",11
"GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC",11
"GERMAN AMERICAN NATIONAL CONGRESS",11
"HOPE WORLDWIDE LTD",11
"INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE",11
"INTERNATIONAL KNIFE AND FORK CLUB",11
"MENDED HEARTS INC",11
"MISSOURI JAYCEES",11
"MONTANA CONGRESS OF PARENTS TEACHERS STUDENTS",11
"Mortar Board Inc",11
"NATIONAL CHURCH RESIDENCES",11
"NATIONAL COUNCIL OF JEWISH WOMEN INCORPORATED",11
"National Society of the Sons of the American Revolution",11
"National TTT Society",11
"OMICRON DELTA EPSILON INTL HONOR SOCIETY IN ECONOMICS INC",11
"ORDER OF DEMOLAY INTERNATIONAL",11
"PARENTS OF MURDERED CHILDREN",11
"POLISH NATIONAL UNION OF AMERICA",11
"POLISH WOMENS ALLIANCE OF AMERICA",11
"PTA Massachusetts Parent-Teacher Association, Inc.",11
"Parents of Murdered Children",11
"Physicians for Social Responsibility, Inc.",11
"ROYAL ARCH MASONS OF OHIO",11
"SCOLIOSIS ASSOCIATION INC",11
"SIGMA PHI GAMMA INTERNATIONAL SORORITY INC",11
"SOUTH DAKOTA CONGRESS OF PARENTS AND TEACHERS",11
"SUFI ORDER",11
"TRAVELERS PROTECTIVE ASSN OF AMERICA",11
"Top Ladies of Distinction, Inc.",11
"VETERANS OF FOREIGN WARS DEPARTMENT OF MASSACHUSETTS",11
"VETERANS OF FOREIGN WARS DEPARTMENT OF TEXAS",11
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF VIRGINIA",11
"WHITETAILS UNLIMITED INC",11
"ADVOCATES FOR THE AMERICAN OSTEOPATHIC ASSOCIATION",10
"AFL-CIO",10
"AMERICAN GUILD OF ORGANISTS",10
"AMERICAN SEWING GUILD",10
"Aglow International",10
"American Federation of State County & Municipal Employees",10
"American Institute of Industrial Engineers",10
"American Osteopathic Association Auxiliary",10
"Arc Minnesota",10
"CALIFORNIA FEDERATION OF WOMENS CLUBS",10
"COMMUNICATIONS WORKERS OF AMERICA",10
"CREDIT UNIONS CHARTERED IN THE STATE OF COLORADO",10
"Christian and Missionary Alliance",10
"DAIRY HERD IMPROVEMENT ASSOCIATION HEART OF AMERICA",10
"DELTA GAMMA FRATERNITY",10
"EHLERS DANLOS NATIONAL FOUNDATION",10
"Educational Institute of the American Hotel & Motel Association",10
"FIRST CHURCH OF GOD",10
"FREE & ACCEPTED MASONS OF FLORIDA",10
"FREE & ACCEPTED MASONS OF PENN MOST ANCIENT & HONORABLE",10
"Full Gospel Businessmens Fellowship International",10
"Full Gospel of Christ Fellowship, Inc.",10
"GENERAL COUNCIL OF THE ASSEMBLIES OF GOD",10
"GRANGE PATRONS OF HUSBANDRY NEW YORK STATE GRANGE INC",10
"ILLINOIS STATE GRANGE",10
"INTERNATIONAL ASSOCIATION OF HOSPITALITY ACCOUNTANTS",10
"INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION",10
"INTERNATIONAL UNION UNITED AUTOMOBILE AEROSPACE & AGRICULTURA",10
"KNIGHTS OF PYTHIAS OF NORTH AMERICA SOUTH AMERICA EUROPE ASIA AFRICA &",10
"LAMBDA CHI ALPHA FRATERNITY INC",10
"MICHIGAN ALLIANCE FOR GIFTED EDUCATION",10
"NATIONAL COUNCIL OF NEGRO WOMEN INC",10
"NATIONAL FOOTBALL FOUNDATION AND COLLEGE HALL OF FAME INC",10
"NATIONAL SOCIETY OF BLACK ENGINEERS",10
"NEW HAMPSHIRE CONGRESS OF PARENTS AND TEACHERS",10
"National Multiple Sclerosis Society",10
"OLDER WOMENS LEAGUE",10
"ORDER OF THE EASTERN STAR",10
"ORDER OF THE EASTERN STAR GEORGIA",10
"OREGON FOREST PRODUCTS TRANSPORTATION ASSOCIATION",10
"PEARL HARBOR SURVIVORS ASSOCIATION INC",10
"PHI SIGMA SIGMA INC",10
"PTA IOWA CONGRESS",10
"PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC",10
"RESERVE OFFICERS ASSOCIATION OF THE UNITED STATES",10
"ROLLING THUNDER INC",10
"ROYAL ARCH MASONS OF MISSOURI",10
"SALON NATIONAL LABOUTIQUE DES HUIT CHAPEAUX ET QUANANTE FEMMES",10
"SISTERS NETWORK",10
"SLOVAK CATHOLIC SOKOL",10
"TEXAS HIGHLANDS WORLD FOUNDATION INCORPORATED",10
"Texas Garden Clubs, Inc.",10
"The Nature Conservancy",10
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF CONNECTICUT",10
"ACA ASSURANCE",9
"ALPHA SIGMA ALPHA SORORITY",9
"AMERICAN AGAPE FOUNDATION INC",9
"AMERICAN ASSOCIATION OF KIDNEY PATIENTS INC",9
"AMERICAN EX-PRISONERS OF WAR INC",9
"AMERICAN INSTITUTE OF INDUSTRIAL ENGINEERS INC",9
"AMERICAN SOCIETY OF CERTIFIED ENGINEERING TECHNICIANS",9
"ANCIENT FREE MASONS OF SOUTH CAROLINA",9
"ASSOCIATION FOR SYSTEMS MANAGEMENT",9
"Alaska PTA",9
"American Association of University Women",9
"Ancient Mystical Order of Rosae Crucis",9
"Arc of Iowa",9
"CATHOLIC FAMILY FRATERNAL OF TEXAS KJZT",9
"CHRISTIAN LEGAL SOCIETY",9
"CLINICAL LABORATORY MANAGEMENT ASSOCIATION",9
"COALITION OF LABOR UNION WOMEN CLUW",9
"COMPANIONS OF THE FOREST OF AMERICA CIRCLE",9
"CONTACT USA INC",9
"CSA FRATERNAL LIFE",9
"California State Foster Parents Association",9
"Children's Home Society of California",9
"Christian Evangelistic Assemblies, Inc.",9
"DELTA SIGMA PHI FRATERNITY INC",9
"DEPARTMENT OF ALABAMA VETERANS OF FOREIGN WARS OF THE UNITED STATES",9
"Florida State Association of Porcelain Artists, Inc.",9
"IMPERIAL SANTHA NOMADS OF AVRUDAKA",9
"INTERNATIONAL FELLOWSHIP OF MINISTRIES",9
"Illinois Congress of Parents Teachers",9
"International Church of the Four Square Gospel",9
"Kentucky Coalition for Literacy, Inc.",9
"MASSACUSETTS TEACHERS ASSOCIATION",9
"MILITARY ORDER OF THE WORLD WARS INC",9
"NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION",9
"NATIONAL COMMITTEE ON PLANNED GIVING INC",9
"NATIONAL JUNIOR BASKETBALL",9
"NATIONAL SPACE SOCIETY",9
"NAVY SEABEE VETERANS OF AMERICA",9
"NEBRASKA CONGRESS OF PARENTS AND TEACHERS",9
"NEW HAMPSHIRE STATE GRANGE OF THE PATRONS OF HUSBANDRY",9
"National Council of Negro Women, Inc.",9
"National League of American Pen Women, Inc.",9
"National Organization of Mothers of Twins Clubs",9
"National Spiritualist Association of Churches",9
"National Steelworkers Oldtimers Foundation, Inc.",9
"ORDER OF EASTERN STAR OF MONTANA",9
"ORDER OF THE EASTERN STAR OF ILLINOIS",9
"ORDER OF THE EASTERN STAR OF MARYLAND",9
"ORDER OF THE EASTERN STAR OF MISSOURI",9
"ORDER OF THE EASTERN STAR OF OHIO GRAND CHAPTER",9
"ORDER OF THE EASTERN STAR OF SOUTH CAROLINA",9
"ORDER OF THE EASTERN STAR OF THE STATE OF WISCONSIN",9
"ORDER OF WHITE SHRINE OF JERUSALEM",9
"PHI CHI THETA",9
"PHI KAPPA SIGMA FRATERNITY GRAND CHAPTER",9
"PI LAMBDA PHI FRATERNITY",9
"PSI IOTA XI",9
"PTA Connecticut Congress",9
"PTA Tennessee Congress",9
"PTA-Virginia Congress",9
"Phi Upsilon Omicron Honor Society",9
"Pop Warner Little Scholars Inc",9
"Pta Florida Congress",9
"Quail Unlimited Inc",9
"ROYAL ARCH MASONS OF MICHIGAN",9
"ROYAL ARCH MASONS OF THE STATE OF GEORGIA",9
"SIGMA ALPHA MU FRATERNITY",9
"SONS OF CONFEDERATE VETERANS",9
"STEPFAMILY ASSOCIATION OF AMERICA",9
"SUPREME ASSEMBLY OF THE SOCIAL ORDER OF THE BEAUCEANT",9
"THETA CHI FRATERNITY INC",9
"UKRAINIAN NATIONAL WOMENS LEAGUE OF AMERICA INC",9
"UNITED VOLUNTARY SERVICES",9
"ALPHA CHI RHO FRATERNITY",8
"ALPHA LAMBDA DELTA",8
"ALPHA XI DELTA FRATERNITY",8
"AMERICAN ASSOCIATION OF ZOO KEEPERS",8
"AMERICAN INSTITUTE OF FISHERY RESEARCH BIOLOGISTS",8
"AMERICAN POSTAL WORKERS UNION AUXILIARY",8
"AMIT WOMEN INC",8
"ANCIENT FREE & ACCEPTED MASONS OF LOUISIANA",8
"ASIS INTERNATIONAL",8
"ASSOCIATED SQUARE DANCERS",8
"American Humanist Association",8
"BETA THETA PI FRATERNITY",8
"BROTHERHOOD OF RAILROAD SIGNALMEN",8
"CALIFORNIA STATE FOSTER PARENTS ASSOCIATION",8
"CHURCH WOMEN UNITED",8
"CITIZENS SCHOLARSHIP FOUNDATION OF AMERICA",8
"Citizens Scholarship Foundation of America, Inc.",8
"DELTA TAU DELTA FRATERNITY",8
"DERMATOLOGY NURSES ASSOCIATION",8
"EMBROIDERERS GUILD OF AMERICA INC",8
"Esa Missionary Society",8
"FARM SAFETY 4 JUST KIDS",8
"FIRST CAVALRY DIVISION ASSOCIATION",8
"GRAND CHAPTER OF MA ORDER OF THE EASTERN STAR",8
"HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA INC",8
"Hadassah The Women's Zionist Organization of America",8
"INSTITUTE OF INDUSTRIAL ENGINEERS INC",8
"Indiana Congress of Parents and Teachers Inc",8
"International Fellowship of Ministries",8
"JEWISH WAR VETERANS OF THE USA",8
"JUNIOR ORDER UNITED AMERICAN MECHANICS",8
"Little League Baseball Inc",8
"Massachusetts State Federation of Women's Clubs",8
"NATIONAL AUXILIARY OF THE SONS OF UNION VETERANS OF THE CIVIL WAR US",8
"NATIONAL TECHNICAL ASSOCIATION",8
"NATIVE DAUGHTERS OF THE GOLDEN WEST",8
"NORTH DAKOTA CONGRESS OF PARENTS AND TEACHERS",8
"National Society Colonial Dames Xvii Century",8
"National Sorority of Phi Delta Kappa",8
"National Space Society",8
"OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION",8
"OPEN BIBLE STANDARD CHURCHES",8
"ORDER OF CALANTHE OF TEXAS",8
"ORDER OF THE EASTERN STAR OF COLORADO",8
"ORDER OF THE EASTERN STAR OF NEW JERSEY",8
"ORDER OF THE EASTERN STAR OF VT",8
"Ohio Special Olympics",8
"Oklahoma Garden Clubs",8
"PEO SISTERHOOD INTERNATIONAL CHAPTER",8
"PROJECT MANAGEMENT INSTITUTE",8
"PSI IOTA XI SORORITY",8
"PTA Arizona Congress of Parents & Teachers",8
"Pi Lambda Theta",8
"Positive Living Advocacy Network",8
"Questers Inc",8
"ROYAL ARCH MASONS OF KANSAS",8
"SIGMA ALPHA IOTA FRATERNITY",8
"SIGMA TAU GAMMA FRATERNITY",8
"SONS & DAUGHTERS OF LEVI OF BENEVOLENCE USA",8
"South Texas Youth Soccer Association",8
"THE MACCABEES",8
"Transplant Recipients International Organization, Inc.",8
"UNITED ANCIENT ORDER OF DRUIDS OF CALIFORNIA",8
"VETERANS OF FOREIGN WARS DEPARTMENT OF MISSOURI",8
"VETERANS OF FOREIGN WARS DEPT OF ILLINOIS LADIES AUXILIARY",8
"VETERANS OF FOREIGN WARS OF THE UNI TED STATES DEPT OF MISSOURI",8
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF GEORGIA",8
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF NEW YORK",8
"YOUNG LADIES GRAND INSTITUTE",8
"AACE International",7
"ALPHA OMICRON PI FRATERNITY INC",7
"AMER BOWLING CONGRESS",7
"AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGANIZATIO",7
"AMERICAN LEGION NATIONAL HEADQUARTERS",7
"ANCIENT MYSTICAL ORDER OF ROSAE CRUCIS",7
"ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC",7
"ASSOCIATION OF EVANGELICAL GOSPEL ASSEMBLIES",7
"CBMC Inc",7
"CHILDRENS HOME SOCIETY OF CALIFORNIA",7
"CONNECTICUT JUNIOR WOMEN INC",7
"COUPLE TO COUPLE LEAGUE INTERNATIONAL INC",7
"DAUGHTERS OF ESTHER FELLOWSHIP INTERNATIONAL MINISTRIES INC",7
"DAUGHTERS OF SCOTIA",7
"DELTA MU DELTA HONOR SOCIETY",7
"DELTA UPSILON INTERNATIONAL FRATERNITY INC",7
"DEPARTMENT OF MARYLAND LADIES AUXILIARY TO THE VETERANS OF",7
"ESA MISSIONARY SOCIETY INC",7
"FEDERAL MANAGERS ASSOCIATION",7
"FELLOWSHIP OF COMPANIES FOR CHRIST INTERNATIONAL INC",7
"FIRST CHRISTIAN CHURCH",7
"FPS-THE INTERNATIONAL ORGANIZATION FOR FLUID PWR & MOTION CONT PROF",7
"FRATERNAL ORDER OF POLICE ASSOCIATES OF OHIO INC",7
"FREE & ACCEPTED MASONS OF LOUISIANA GRAND LODGE",7
"FREEDOM ROAD MINISTRIES INC",7
"Full Gospel Business Men's Fellowship International",7
"GENERAL COUNCIL CHRISTIAN CHURCH OF NORTH AMERICA",7
"GENERAL FEDERATION OF WOMENS CLUB",7
"Habitat for Humanity International Inc",7
"Harmony, Inc.",7
"IMPROVED BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE WORLD",7
"INTERNATIONAL ASSOCIATION OF BUSINESS COMMUNICATORS",7
"INTERNATIONAL BROTHERHOOD OF PAINTERS & ALLIED TRADES",7
"INTERNATIONAL CUSTOMER SERVICE ASSOCIATION",7
"INTERNATIONAL LONGSHOREMENS ASSOCIATION",7
"INTERNATIONAL PENTECOSTAL HOLINESS CHURCH",7
"ITALIAN AMERICAN WAR VETERANS OF THE US INC",7
"Independent Assemblies of God",7
"Interlakes Community Action, Inc.",7
"KAPPA ALPHA THETA FRATERNITY",7
"KNIGHTS OF PETER CLAVER LADIES AUXILIARY",7
"LIGHT FOR LIFE FOUNDATION INTERNATIONAL",7
"LIONS CLUB INTERNATIONAL",7
"LUSO-AMERICAN LIFE INSURANCE SOCIETY",7
"MASTER WARDENS & MEMBERS OF MASONS IN MASS",7
"Mended Hearts, Inc.",7
"Missionary Church International Incorporated",7
"NATIONAL ASSOCIATION OF RETIRED & VETERAN RAILWAY EMPLOYEES",7
"NATIONAL FEDERATION OF GRANDMOTHERS CLUBS OF AMERICA",7
"NATIONAL LEAGUE OF AMERICAN PEN WOMEN INC",7
"NORTH AMERICAN FOLK MUSIC AND DANCE ALLIANCE INC",7
"NORTH TEXAS EXES",7
"NORTH TEXAS STATE SOCCER ASSOCIATION INC",7
"ORDER ITALIAN SONS AND DAUGHTERS OF AMERICA",7
"ORDER OF THE AMARANTH INC",7
"ORDER OF THE EASTERN STAR OF NEW HAMPSHIRE",7
"PENNSYLVANIA CITIZENS FOR BETTER LIBRARIES",7
"PHI DELTA THETA FRATERNITY",7
"POLISH ARMY VETERANS ASSOCIATION OF AMERICA INC",7
"POLISH LEGION OF AMERICAN VETERANS",7
"POLISH NATIONAL ALLIANCE OF THE UNITED STATES OF NA",7
"PTA California Congress of Parents Teachers & Students Inc",7
"PTA Maryland Congress of Parents & Teachers Inc",7
"Parents Without Partners, Inc.",7
"RETAIL WHOLESALE & DEPARTMENT STORE UNION",7
"ROYAL ARCH MASONS OF CALIFORNIA",7
"ROYAL ARCH MASONS OF INDIANA",7
"SAFARI CLUB INTERNATIONAL",7
"SOCIETY OF PROFESSIONAL JOURNALISTS",7
"Sertoma International Sponsorship Fund",7
"TECH CORPS",7
"AFCEA EDUCATIONAL FOUNDATION",6
"ALLIANCE OF BLACK TELECOMMUNICATIONS EMPLOYEES INC",6
"ALPHA KAPPA PSI INDIANA INC",6
"AMERCIAN LEGION",6
"AMERICAN FEDERATION OF LABOR AND CONGRESS OF INDUSTRIAL ORGANIZATIO",6
"AMERICAN LEGION POST",6
"AMERICAN PHARMACEUTICAL ASSOCIATION",6
"AMERICAN SOCIETY OF RADIOLOGIC TECHNOLOGISTS",6
"AMERICAN VETERANS OF WORLD WAR II KOREA & VIETNAM",6
"AMERICAN WAR DADS",6
"ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY",6
"ANCIENT ARABIC ORDER OF THE NOBLES OF THE MYSTIC SHRINE OF N A",6
"APPLIED SCHOLASTICS INTERNATIONAL",6
"ARTHRITIS FOUNDATION INC",6
"ASSOCIATION OF GOSPEL RESCUE MISSIONS",6
"ASSOCIATION OF LITHUANIAN WORKERS",6
"ASSOCIATION OF OPERATING ROOM NURSES",6
"Alpha Phi Omega",6
"American Institute of Aeronautics and Astronautics",6
"American Institute of Banking",6
"American Marketing Association, Inc.",6
"Autism Society of America",6
"Autism Society of America, Inc.",6
"CATHOLIC ASSOCIATION OF FORESTERS",6
"CHI BETA PHI SCIENTIFIC HONORARY",6
"CHILDREN OF DOMESTIC VIOLENCE INC",6
"COMPASSIONATE FRIENDS",6
"CONNECTICUT EDUCATION ASSOCIATION",6
"COUNCIL FOR SECULAR HUMANISM INC",6
"CREDIT UNIONS IN THE STATE OF CALIFORNIA",6
"California Society of Professional Engineers",6
"Church Women United in Texas",6
"Columbia University in the City of New York",6
"DAUGHTERS OF THE AMERICAN COLONISTS",6
"DELTA KAPPA EPSILON COUNCIL",6
"DRAMATIC ORDER KNIGHTS OF KHORASSAN",6
"FARMERS EDUCATIONAL & COOPERATIVE UNION OF AMERICA MONTANA DIVISION",6
"FEDERATED GARDEN CLUBS OF CONNECTICUT INC",6
"FOOD SERVICE EXECUTIVES ASSOCIATION",6
"FREE & ACCEPTED MASONS OF GEORGIA",6
"First Christian Church",6
"Future Farmers of America",6
"GRAND COURT ORDER OF CALANTHE STATE OF ALABAMA",6
"Good Bears of the World",6
"HILLEL THE FOUNDATION FOR JEWISH CAMPUS LIFE",6
"HONOR SOCIETY OF PHI KAPPA PHI",6
"HOOSIER CARE INC",6
"HUMAN GROWTH FOUNDATION",6
"Habitat For Humanity International Inc",6
"Hadassah the Womens Zionist Organization of America",6
"INDIANA BLACK EXPO INC",6
"INTERNATIONAL GUARDS UNION OF AMERICA",6
"INTL UNION OF ELECTRONIC ELECTRICAL SALARIED MACH&FURN WORKERS AFLCIO",6
"International Association of Machinists & Aerospace Workers",6
"KANSAS FEDERATION OF BUSINESS & PROFESSIONAL WOMENS CLUB",6
"KAPPA KAPPA PSI FRATERNITY",6
"KNIGHTS OF COLUMBUS SUPREME COUNCIL",6
"LAMBDA IOTA TAU",6
"LDA-CA LEARNING DISABILITIES ASSOCIATION OF CALIFORNIA",6
"LEGAL SECRETARIES INTERNATIONAL INC",6
"LEGIONARIOS DEL TRABAJO IN AMERICA INC",6
"LITERACY VOLUNTEERS OF AMERICA",6
"LUTHERANS CONCERNED NORTH AMERICA",6
"Literacy Volunteers of America",6
"MEA-MFT",6
"MID-SOUTH DAIRY RECORDS",6
"MILITARY ORDER OF THE LOUSE SUPREME HUT",6
"MISSISSIPPI HOMEMAKER VOLUNTEERS INC",6
"MISSOURI NATIONAL EDUCATION ASSOCIATION",6
"Maharishi Vedic Education Development Corp",6
"March of Dimes Birth Defects Foundation",6
"Muslim Students Assoc of Us & Canada",6
"NATIONAL ASSOCIATION OF HEALTH COORDINATORS",6
"NATIONAL COUNCIL OF YOUNG ISRAEL",6
"NATIONAL HOUSING ENDOWMENT A NONPROFIT CORPORATION",6
"NATIONAL SOCIETY OF NEW ENGLAND WOMEN",6
"NATIONAL SOCIETY UNITED STATES DAUGHTERS OF 1812",6
"NATIONAL SOJOURNERS INC",6
"NATIONAL SPINAL CORD INJURY ASSOCIATION",6
"NATIONAL TREASURY EMPLOYEES UNION",6
"NORTH CENTRAL SECTION OF THE NINETY NINES INC",6
"National Society of the Sons of Utah Pioneers",6
"Navy Mothers Club Of America Inc",6
"OHIO ASSOCIATION FOR GIFTED CHILDREN",6
"OHIO CHARTERED CREDIT UNIONS GROUP RETURN",6
"OHIO SPECIAL OLYMPICS",6
"ORDER OF THE EASTERN STAR OF CALIF PRINCE HALL RITE OF ADOPTION",6
"ORDER OF THE EASTERN STAR OF MAINE",6
"ORDER OF THE EASTERN STAR OF NEW YORK",6
"ORDER OF THE EASTERN STAR OF TEXAS",6
"ORDER OF THE SHEPHERDS OF BETHLEHEM OF NORTH AMERICA",6
"ORDER OF THE SONS OF HERMANN IN THE STATE OF TEXAS",6
"Older Women's League",6
"PEARL HARBOR SURVIVORS ASSOCIATION",6
"PENNSYLVANIA STATE ASSOCIATION OF COUNTY FAIRS",6
"PHI BETA FRATERNITY",6
"PHI KAPPA SIGMA FRATERNITY",6
"PHI SIGMA SIGMA",6
"POLISH FALCONS OF AMERICA",6
"PRINCE HALL GRAND LODGE FREE AND ACCEPTED MASONS OF NORTH CAROLINA",6
"PTA Delaware Congress",6
"PTA Maine Congress",6
"PTA Utah Congress",6
"Parents Without Partners",6
"Pentecostal Evangelical Church",6
"Pi Tau Sigma Fraternity",6
"Pta Alabama Congress",6
"QUALITY DEER MANAGEMENT ASSOCIAITON",6
"REACT International, Inc.",6
"ROCKY MOUNTAIN ELK FOUNDATION INC",6
"ROYAL & SELECT MASTERS OF TEXAS",6
"ROYAL ARCH MASONS OF TENNESSEE",6
"Register New Citizens to Vote",6
"Rush Presbyterian St. Luke's Medical Center",6
"SEABEE VETERANS OF AMERICA AUXILIARY",6
"TEXAS FARMERS UNION",6
"Tau Beta Sigma Honorary Band Sorority",6
"UNITED ELECTRICAL RADIO & MACHINE WORKERS OF AMERICA",6
"VETERANS OF FOREIGN WARS DEPARTMENT OF TENNESSEE",6
"VETERANS OF FOREIGN WARS DEPARTMENT OF WEST VIRGINIA",6
"VETERANS OF FOREIGN WARS DEPT OF MINNESOTA",6
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA",6
"WESTERN CATHOLIC UNION",6
"WORKMENS CIRCLE",6
"Women's Clubs of Massachusetts, Inc.",6
"ZETA PHI BETA SORORITY INC",6
"A RAY OF HOPE INC",5
"ABA MARKETING NETWORK",5
"ALPHA CHI OMEGA FRATERNITY INC",5
"ALPHA PHI OMEGA",5
"ALPHA PI CHI NATIONAL SORORITY INC",5
"ALPHA TAU OMEGA FRATERNITY",5
"ALTERNATIVES TO VIOLENCE PROJECT USA INC",5
"AMERICAN ASSOCIATION OF LEGAL NURSE CONSULTANTS",5
